"Date","Year","Month","MonYr","Site","Station","Sample_num","OysterID","SampleEventID","ShellHeight","SH_Bin","M_F","Sex","ReproStage","Parasite","BadSlide","Comments","DataStatus"
2020-01-07,"2020","Jan",Jan 2020,"LXN","0244","14","LXND2001-14","LXCOLL_20200107_1_0244_1",47.27,"(45,50]","No","Z","4","No","N","OldStage=Z;","Proofed"
2020-01-07,"2020","Jan",Jan 2020,"LXN","0244","15","LXND2001-15","LXCOLL_20200107_1_0244_1",66.54,"(65,70]","No","Z","4","No","N","OldStage=Z;","Proofed"
2020-02-04,"2020","Feb",Feb 2020,"LXN","0242","01","LXND2002-01","LXCOLL_20200204_1_0242_1",53.86,"(50,55]","No","F","1","No","N","OldStage=Z;","Proofed"
2020-02-04,"2020","Feb",Feb 2020,"LXN","0242","02","LXND2002-02","LXCOLL_20200204_1_0242_1",43.39,"(40,45]","No","Z","4","No","N","OldStage=Z;","Proofed"
2020-02-04,"2020","Feb",Feb 2020,"LXN","0242","03","LXND2002-03","LXCOLL_20200204_1_0242_1",46.68,"(45,50]","No","Z","4","No","N","OldStage=Z;","Proofed"
2020-02-04,"2020","Feb",Feb 2020,"LXN","0242","04","LXND2002-04","LXCOLL_20200204_1_0242_1",46.34,"(45,50]","No","Z","4","No","N","OldStage=Z;","Proofed"
2020-02-04,"2020","Feb",Feb 2020,"LXN","0242","05","LXND2002-05","LXCOLL_20200204_1_0242_1",54.37,"(50,55]","No","F","2","No","N","OldStage=Z;","Proofed"
2020-02-04,"2020","Feb",Feb 2020,"LXN","0243","06","LXND2002-06","LXCOLL_20200204_1_0243_1",45.46,"(45,50]","No","F","1","No","N","OldStage=Z;","Proofed"
2020-02-04,"2020","Feb",Feb 2020,"LXN","0243","07","LXND2002-07","LXCOLL_20200204_1_0243_1",53.23,"(50,55]","No","Z","4","No","N","OldStage=Z;","Proofed"
2020-02-04,"2020","Feb",Feb 2020,"LXN","0243","08","LXND2002-08","LXCOLL_20200204_1_0243_1",54.03,"(50,55]","No","Z","Z","Buceph","Y","OldStage=Z;","Proofed"
2020-02-04,"2020","Feb",Feb 2020,"LXN","0243","09","LXND2002-09","LXCOLL_20200204_1_0243_1",54.99,"(50,55]","No","F","1","No","N","OldStage=Z;","Proofed"
2020-02-04,"2020","Feb",Feb 2020,"LXN","0243","10","LXND2002-10","LXCOLL_20200204_1_0243_1",53.04,"(50,55]","No","F","1","No","N","OldStage=Z;","Proofed"
2020-02-04,"2020","Feb",Feb 2020,"LXN","0244","11","LXND2002-11","LXCOLL_20200204_1_0244_1",70,"(65,70]","No","Z","4","No","N","OldStage=Z;","Proofed"
2020-02-04,"2020","Feb",Feb 2020,"LXN","0244","12","LXND2002-12","LXCOLL_20200204_1_0244_1",47.97,"(45,50]","No","F","1","No","N","OldStage=Z;","Proofed"
2020-02-04,"2020","Feb",Feb 2020,"LXN","0244","13","LXND2002-13","LXCOLL_20200204_1_0244_1",53.69,"(50,55]","No","F","1","No","N","OldStage=Z;","Proofed"
2020-02-04,"2020","Feb",Feb 2020,"LXN","0244","14","LXND2002-14","LXCOLL_20200204_1_0244_1",56.09,"(55,60]","No","Z","4","No","N","OldStage=Z;","Proofed"
2020-02-04,"2020","Feb",Feb 2020,"LXN","0244","15","LXND2002-15","LXCOLL_20200204_1_0244_1",47.6,"(45,50]","No","Z","4","No","N","OldStage=Z;","Proofed"
2020-03-04,"2020","Mar",Mar 2020,"LXN","0242","01","LXND2003-01","LXCOLL_20200304_1_0242_1",42.53,"(40,45]","No","M","2","No","N","OldStage=Z;","Proofed"
2020-03-04,"2020","Mar",Mar 2020,"LXN","0242","02","LXND2003-02","LXCOLL_20200304_1_0242_1",55.33,"(55,60]","No","Z","4","No","N","OldStage=Z;","Proofed"
2020-03-04,"2020","Mar",Mar 2020,"LXN","0242","03","LXND2003-03","LXCOLL_20200304_1_0242_1",52.87,"(50,55]","No","M","2","No","N","OldStage=Z;","Proofed"
2020-03-04,"2020","Mar",Mar 2020,"LXN","0242","04","LXND2003-04","LXCOLL_20200304_1_0242_1",50.17,"(50,55]","No","M","2","No","N","OldStage=Z;","Proofed"
2020-03-04,"2020","Mar",Mar 2020,"LXN","0242","05","LXND2003-05","LXCOLL_20200304_1_0242_1",61.96,"(60,65]","No","Z","4","No","N","OldStage=Z;","Proofed"
2020-03-04,"2020","Mar",Mar 2020,"LXN","0243","06","LXND2003-06","LXCOLL_20200304_1_0243_1",51.95,"(50,55]","No","F","3","Yes","N","OldStage=Z;","Proofed"
2020-03-04,"2020","Mar",Mar 2020,"LXN","0243","07","LXND2003-07","LXCOLL_20200304_1_0243_1",80,"(75,80]","No","F","1","Yes","N","OldStage=Z;","Proofed"
2020-03-04,"2020","Mar",Mar 2020,"LXN","0243","08","LXND2003-08","LXCOLL_20200304_1_0243_1",43.49,"(40,45]","No","M","3","No","N","OldStage=Z;","Proofed"
2020-03-04,"2020","Mar",Mar 2020,"LXN","0243","09","LXND2003-09","LXCOLL_20200304_1_0243_1",54.78,"(50,55]","No","F","3","No","N","OldStage=Z;","Proofed"
2020-03-04,"2020","Mar",Mar 2020,"LXN","0243","10","LXND2003-10","LXCOLL_20200304_1_0243_1",47.04,"(45,50]","No","F","2","Yes","N","OldStage=Z;","Proofed"
2020-03-04,"2020","Mar",Mar 2020,"LXN","0244","11","LXND2003-11","LXCOLL_20200304_1_0244_1",54.35,"(50,55]","No","F","1","No","N","OldStage=Z;","Proofed"
2020-03-04,"2020","Mar",Mar 2020,"LXN","0244","12","LXND2003-12","LXCOLL_20200304_1_0244_1",50.75,"(50,55]","No","Z","4","No","N","OldStage=Z;","Proofed"
2020-03-04,"2020","Mar",Mar 2020,"LXN","0244","13","LXND2003-13","LXCOLL_20200304_1_0244_1",55.12,"(55,60]","No","Z","4","No","N","OldStage=Z;","Proofed"
2020-03-04,"2020","Mar",Mar 2020,"LXN","0244","14","LXND2003-14","LXCOLL_20200304_1_0244_1",47.03,"(45,50]","No","Z","4","No","N","OldStage=Z;","Proofed"
2020-03-04,"2020","Mar",Mar 2020,"LXN","0244","15","LXND2003-15","LXCOLL_20200304_1_0244_1",48,"(45,50]","No","M","2","No","N","OldStage=Z;","Proofed"
2020-06-12,"2020","Jun",Jun 2020,"LXN","0242","01","LXND2006-01","LXCOLL_20200612_1_0242_1",52.39,"(50,55]","No","F","2","No","N","OldStage=Z;","Proofed"
2020-06-12,"2020","Jun",Jun 2020,"LXN","0242","02","LXND2006-02","LXCOLL_20200612_1_0242_1",49.07,"(45,50]","No","F","2","No","N","OldStage=Z;","Proofed"
2020-06-12,"2020","Jun",Jun 2020,"LXN","0242","03","LXND2006-03","LXCOLL_20200612_1_0242_1",43.89,"(40,45]","No","F","2","No","N","OldStage=Z;","Proofed"
2020-06-12,"2020","Jun",Jun 2020,"LXN","0242","04","LXND2006-04","LXCOLL_20200612_1_0242_1",50.86,"(50,55]","No","F","2","No","N","OldStage=Z;","Proofed"
2020-06-12,"2020","Jun",Jun 2020,"LXN","0242","05","LXND2006-05","LXCOLL_20200612_1_0242_1",44.1,"(40,45]","No","Z","Z","Buceph","Y","OldStage=Z;","Proofed"
2020-06-12,"2020","Jun",Jun 2020,"LXN","0243","06","LXND2006-06","LXCOLL_20200612_1_0243_1",70.66,"(70,75]","No","F","2","No","N","OldStage=Z;","Proofed"
2020-06-12,"2020","Jun",Jun 2020,"LXN","0243","07","LXND2006-07","LXCOLL_20200612_1_0243_1",69.97,"(65,70]","No","Z","4","Yes","N","OldStage=Z;","Proofed"
2020-06-12,"2020","Jun",Jun 2020,"LXN","0243","08","LXND2006-08","LXCOLL_20200612_1_0243_1",55.4,"(55,60]","No","F","2","Yes","N","OldStage=Z;","Proofed"
2020-06-12,"2020","Jun",Jun 2020,"LXN","0243","09","LXND2006-09","LXCOLL_20200612_1_0243_1",50.26,"(50,55]","No","M","2","No","N","OldStage=Z;","Proofed"
2020-06-12,"2020","Jun",Jun 2020,"LXN","0243","10","LXND2006-10","LXCOLL_20200612_1_0243_1",54.5,"(50,55]","No","M","2","Yes","N","OldStage=Z;","Proofed"
2020-06-12,"2020","Jun",Jun 2020,"LXN","0244","11","LXND2006-11","LXCOLL_20200612_1_0244_1",58.47,"(55,60]","No","F","2","Yes","N","OldStage=Z;","Proofed"
2020-06-12,"2020","Jun",Jun 2020,"LXN","0244","12","LXND2006-12","LXCOLL_20200612_1_0244_1",54.88,"(50,55]","No","F","2","No","N","OldStage=Z;","Proofed"
2020-06-12,"2020","Jun",Jun 2020,"LXN","0244","13","LXND2006-13","LXCOLL_20200612_1_0244_1",52.2,"(50,55]","No","F","Z","Buceph","N","OldStage=Z;","Proofed"
2020-06-12,"2020","Jun",Jun 2020,"LXN","0244","14","LXND2006-14","LXCOLL_20200612_1_0244_1",40.03,"(40,45]","No","M","2","No","N","OldStage=Z;","Proofed"
2020-06-12,"2020","Jun",Jun 2020,"LXN","0244","15","LXND2006-15","LXCOLL_20200612_1_0244_1",41.29,"(40,45]","No","M","3","No","N","OldStage=Z;","Proofed"
2020-07-24,"2020","Jul",Jul 2020,"LXN","0242","01","LXND2007-01","LXCOLL_20200724_1_0242_1",55.62,"(55,60]","No","M","2","No","N","OldStage=Z;","Proofed"
2020-07-24,"2020","Jul",Jul 2020,"LXN","0242","02","LXND2007-02","LXCOLL_20200724_1_0242_1",42.09,"(40,45]","No","M","2","No","N","OldStage=Z;","Proofed"
2020-07-24,"2020","Jul",Jul 2020,"LXN","0242","03","LXND2007-03","LXCOLL_20200724_1_0242_1",52.68,"(50,55]","No","F","2","No","N","OldStage=Z;","Proofed"
2020-07-24,"2020","Jul",Jul 2020,"LXN","0242","04","LXND2007-04","LXCOLL_20200724_1_0242_1",58.27,"(55,60]","No","M","2","No","N","OldStage=Z;","Proofed"
2020-07-24,"2020","Jul",Jul 2020,"LXN","0242","05","LXND2007-05","LXCOLL_20200724_1_0242_1",59.39,"(55,60]","No","F","2","No","N","OldStage=Z;","Proofed"
2020-07-24,"2020","Jul",Jul 2020,"LXN","0243","06","LXND2007-06","LXCOLL_20200724_1_0243_1",51.04,"(50,55]","No","F","2","No","N","OldStage=Z;","Proofed"
2020-07-24,"2020","Jul",Jul 2020,"LXN","0243","07","LXND2007-07","LXCOLL_20200724_1_0243_1",48.8,"(45,50]","No","F","2","No","N","OldStage=Z;","Proofed"
2020-07-24,"2020","Jul",Jul 2020,"LXN","0243","08","LXND2007-08","LXCOLL_20200724_1_0243_1",51.23,"(50,55]","No","F","2","No","N","OldStage=Z;","Proofed"
2020-07-24,"2020","Jul",Jul 2020,"LXN","0243","09","LXND2007-09","LXCOLL_20200724_1_0243_1",58.33,"(55,60]","No","M","2","No","N","OldStage=Z;","Proofed"
2020-07-24,"2020","Jul",Jul 2020,"LXN","0243","10","LXND2007-10","LXCOLL_20200724_1_0243_1",68.27,"(65,70]","No","F","2","No","N","OldStage=Z;","Proofed"
2020-07-24,"2020","Jul",Jul 2020,"LXN","0244","11","LXND2007-11","LXCOLL_20200724_1_0244_1",48.31,"(45,50]","No","F","2","No","N","OldStage=Z;","Proofed"
2020-07-24,"2020","Jul",Jul 2020,"LXN","0244","12","LXND2007-12","LXCOLL_20200724_1_0244_1",50.64,"(50,55]","No","F","2","No","N","OldStage=Z;","Proofed"
2020-07-24,"2020","Jul",Jul 2020,"LXN","0244","13","LXND2007-13","LXCOLL_20200724_1_0244_1",46.74,"(45,50]","No","F","2","No","N","OldStage=Z;","Proofed"
2020-07-24,"2020","Jul",Jul 2020,"LXN","0244","14","LXND2007-14","LXCOLL_20200724_1_0244_1",35.36,"(35,40]","No","F","2","No","N","OldStage=Z;","Proofed"
2020-07-24,"2020","Jul",Jul 2020,"LXN","0244","15","LXND2007-15","LXCOLL_20200724_1_0244_1",40.57,"(40,45]","No","M","2","No","N","OldStage=Z;","Proofed"
2020-08-21,"2020","Aug",Aug 2020,"LXN","0242","01","LXND2008-01","LXCOLL_20200821_1_0242_1",50.89,"(50,55]","No","F","2","No","N","OldStage=Z;","Proofed"
2020-08-21,"2020","Aug",Aug 2020,"LXN","0242","02","LXND2008-02","LXCOLL_20200821_1_0242_1",42.74,"(40,45]","No","F","2","No","N","OldStage=Z;","Proofed"
2020-08-21,"2020","Aug",Aug 2020,"LXN","0242","03","LXND2008-03","LXCOLL_20200821_1_0242_1",49.12,"(45,50]","No","F","2","No","N","OldStage=Z;","Proofed"
2020-08-21,"2020","Aug",Aug 2020,"LXN","0242","04","LXND2008-04","LXCOLL_20200821_1_0242_1",50.57,"(50,55]","No","F","2","No","N","OldStage=Z;","Proofed"
2020-08-21,"2020","Aug",Aug 2020,"LXN","0242","05","LXND2008-05","LXCOLL_20200821_1_0242_1",41.1,"(40,45]","No","F","2","No","N","OldStage=Z;","Proofed"
2020-08-21,"2020","Aug",Aug 2020,"LXN","0243","06","LXND2008-06","LXCOLL_20200821_1_0243_1",59.8,"(55,60]","No","F","2","No","N","OldStage=Z;","Proofed"
2020-08-21,"2020","Aug",Aug 2020,"LXN","0243","07","LXND2008-07","LXCOLL_20200821_1_0243_1",55.53,"(55,60]","No","F","2","No","N","OldStage=Z;","Proofed"
2020-08-21,"2020","Aug",Aug 2020,"LXN","0243","08","LXND2008-08","LXCOLL_20200821_1_0243_1",44.1,"(40,45]","No","F","2","No","N","OldStage=Z;","Proofed"
2020-08-21,"2020","Aug",Aug 2020,"LXN","0243","09","LXND2008-09","LXCOLL_20200821_1_0243_1",43.19,"(40,45]","No","F","2","No","N","OldStage=Z;","Proofed"
2020-08-21,"2020","Aug",Aug 2020,"LXN","0243","10","LXND2008-10","LXCOLL_20200821_1_0243_1",49.89,"(45,50]","No","F","3","No","N","OldStage=Z;","Proofed"
2020-08-21,"2020","Aug",Aug 2020,"LXN","0244","11","LXND2008-11","LXCOLL_20200821_1_0244_1",39.9,"(35,40]","No","M","2","No","N","OldStage=Z;","Proofed"
2020-08-21,"2020","Aug",Aug 2020,"LXN","0244","12","LXND2008-12","LXCOLL_20200821_1_0244_1",49.25,"(45,50]","No","F","2","No","N","OldStage=Z;","Proofed"
2020-08-21,"2020","Aug",Aug 2020,"LXN","0244","13","LXND2008-13","LXCOLL_20200821_1_0244_1",49.74,"(45,50]","No","M","2","No","N","OldStage=Z;","Proofed"
2020-08-21,"2020","Aug",Aug 2020,"LXN","0244","14","LXND2008-14","LXCOLL_20200821_1_0244_1",48.12,"(45,50]","No","F","2","No","N","OldStage=Z;","Proofed"
2020-08-21,"2020","Aug",Aug 2020,"LXN","0244","15","LXND2008-15","LXCOLL_20200821_1_0244_1",52.59,"(50,55]","No","M","2","No","N","OldStage=Z;","Proofed"
2020-09-17,"2020","Sep",Sep 2020,"LXN","0242","01","LXND2009-01","LXCOLL_20200917_1_0242_1",51.66,"(50,55]","No","F","2","No","N","OldStage=Z;","Proofed"
2020-09-17,"2020","Sep",Sep 2020,"LXN","0242","02","LXND2009-02","LXCOLL_20200917_1_0242_1",44.82,"(40,45]","No","M","2","No","N","OldStage=Z;","Proofed"
2020-09-17,"2020","Sep",Sep 2020,"LXN","0242","03","LXND2009-03","LXCOLL_20200917_1_0242_1",47.28,"(45,50]","No","F","2","No","N","OldStage=Z;","Proofed"
2020-09-17,"2020","Sep",Sep 2020,"LXN","0242","04","LXND2009-04","LXCOLL_20200917_1_0242_1",44.69,"(40,45]","No","F","2","No","N","OldStage=Z;","Proofed"
2020-09-17,"2020","Sep",Sep 2020,"LXN","0242","05","LXND2009-05","LXCOLL_20200917_1_0242_1",37.24,"(35,40]","No","F","2","No","N","OldStage=Z;","Proofed"
2020-09-17,"2020","Sep",Sep 2020,"LXN","0243","06","LXND2009-06","LXCOLL_20200917_1_0243_1",57.53,"(55,60]","No","M","2","No","N","OldStage=Z;","Proofed"
2020-09-17,"2020","Sep",Sep 2020,"LXN","0243","07","LXND2009-07","LXCOLL_20200917_1_0243_1",45.54,"(45,50]","No","F","2","Yes","N","OldStage=Z;","Proofed"
2020-09-17,"2020","Sep",Sep 2020,"LXN","0243","08","LXND2009-08","LXCOLL_20200917_1_0243_1",34.61,"(30,35]","No","M","2","Yes","N","OldStage=Z;","Proofed"
2020-09-17,"2020","Sep",Sep 2020,"LXN","0243","09","LXND2009-09","LXCOLL_20200917_1_0243_1",37.22,"(35,40]","No","M","2","No","N","OldStage=Z;","Proofed"
2020-09-17,"2020","Sep",Sep 2020,"LXN","0243","10","LXND2009-10","LXCOLL_20200917_1_0243_1",42.19,"(40,45]","No","F","2","No","N","OldStage=Z;","Proofed"
2020-09-17,"2020","Sep",Sep 2020,"LXN","0244","11","LXND2009-11","LXCOLL_20200917_1_0244_1",40.39,"(40,45]","No","F","2","No","N","OldStage=Z;","Proofed"
2020-09-17,"2020","Sep",Sep 2020,"LXN","0244","12","LXND2009-12","LXCOLL_20200917_1_0244_1",42.3,"(40,45]","No","M","2","No","N","OldStage=Z;","Proofed"
2020-09-17,"2020","Sep",Sep 2020,"LXN","0244","13","LXND2009-13","LXCOLL_20200917_1_0244_1",59.4,"(55,60]","No","M","2","No","N","OldStage=Z;","Proofed"
2020-09-17,"2020","Sep",Sep 2020,"LXN","0244","14","LXND2009-14","LXCOLL_20200917_1_0244_1",74.87,"(70,75]","No","F","2","No","N","OldStage=Z;","Proofed"
2020-09-17,"2020","Sep",Sep 2020,"LXN","0244","15","LXND2009-15","LXCOLL_20200917_1_0244_1",58.5,"(55,60]","No","F","2","No","N","OldStage=Z;","Proofed"
2020-10-06,"2020","Oct",Oct 2020,"LXN","0242","01","LXND2010-01","LXCOLL_20201006_1_0242_1",64.53,"(60,65]","No","F","2","No","N","OldStage=Z;","Proofed"
2020-10-06,"2020","Oct",Oct 2020,"LXN","0242","02","LXND2010-02","LXCOLL_20201006_1_0242_1",73.17,"(70,75]","No","F","2","No","N","OldStage=Z;","Proofed"
2020-10-06,"2020","Oct",Oct 2020,"LXN","0242","03","LXND2010-03","LXCOLL_20201006_1_0242_1",57.08,"(55,60]","No","F","2","No","N","OldStage=Z;","Proofed"
2020-10-06,"2020","Oct",Oct 2020,"LXN","0242","04","LXND2010-04","LXCOLL_20201006_1_0242_1",44.35,"(40,45]","No","F","2","No","N","OldStage=Z;","Proofed"
2020-10-06,"2020","Oct",Oct 2020,"LXN","0242","05","LXND2010-05","LXCOLL_20201006_1_0242_1",49.45,"(45,50]","No","M","2","No","N","OldStage=Z;","Proofed"
2020-10-06,"2020","Oct",Oct 2020,"LXN","0243","06","LXND2010-06","LXCOLL_20201006_1_0243_1",65.41,"(65,70]","No","F","2","Yes","N","OldStage=Z;","Proofed"
2020-10-06,"2020","Oct",Oct 2020,"LXN","0243","07","LXND2010-07","LXCOLL_20201006_1_0243_1",53.37,"(50,55]","No","M","2","No","N","OldStage=Z;","Proofed"
2020-10-06,"2020","Oct",Oct 2020,"LXN","0243","08","LXND2010-08","LXCOLL_20201006_1_0243_1",64.55,"(60,65]","No","F","2","No","N","OldStage=Z;","Proofed"
2020-10-06,"2020","Oct",Oct 2020,"LXN","0243","09","LXND2010-09","LXCOLL_20201006_1_0243_1",53.28,"(50,55]","No","F","2","No","N","OldStage=Z;","Proofed"
2020-10-06,"2020","Oct",Oct 2020,"LXN","0243","10","LXND2010-10","LXCOLL_20201006_1_0243_1",47.46,"(45,50]","No","F","2","No","N","OldStage=Z;","Proofed"
2020-10-06,"2020","Oct",Oct 2020,"LXN","0244","11","LXND2010-11","LXCOLL_20201006_1_0244_1",51.75,"(50,55]","No","F","2","No","N","OldStage=Z;","Proofed"
2020-10-06,"2020","Oct",Oct 2020,"LXN","0244","12","LXND2010-12","LXCOLL_20201006_1_0244_1",45.41,"(45,50]","No","F","2","No","N","OldStage=Z;","Proofed"
2020-10-06,"2020","Oct",Oct 2020,"LXN","0244","13","LXND2010-13","LXCOLL_20201006_1_0244_1",49.5,"(45,50]","No","F","2","No","N","OldStage=Z;","Proofed"
2020-10-06,"2020","Oct",Oct 2020,"LXN","0244","14","LXND2010-14","LXCOLL_20201006_1_0244_1",46.07,"(45,50]","No","F","2","No","N","OldStage=Z;","Proofed"
2020-10-06,"2020","Oct",Oct 2020,"LXN","0244","15","LXND2010-15","LXCOLL_20201006_1_0244_1",34.53,"(30,35]","No","M","3","No","N","OldStage=Z;","Proofed"
2020-11-02,"2020","Nov",Nov 2020,"LXN","0242","01","LXND2011-01","LXCOLL_20201102_1_0242_1",70.45,"(70,75]","No","F","2","No","N","OldStage=Z;","Proofed"
2020-11-02,"2020","Nov",Nov 2020,"LXN","0242","02","LXND2011-02","LXCOLL_20201102_1_0242_1",46.36,"(45,50]","No","F","3","No","N","OldStage=Z;","Proofed"
2020-11-02,"2020","Nov",Nov 2020,"LXN","0242","03","LXND2011-03","LXCOLL_20201102_1_0242_1",46.88,"(45,50]","No","F","3","No","N","OldStage=Z;","Proofed"
2020-11-02,"2020","Nov",Nov 2020,"LXN","0242","04","LXND2011-04","LXCOLL_20201102_1_0242_1",58.86,"(55,60]","No","F","3","No","N","OldStage=Z;","Proofed"
2020-11-02,"2020","Nov",Nov 2020,"LXN","0242","05","LXND2011-05","LXCOLL_20201102_1_0242_1",44.08,"(40,45]","No","F","2","No","N","OldStage=Z;","Proofed"
2020-11-02,"2020","Nov",Nov 2020,"LXN","0243","06","LXND2011-06","LXCOLL_20201102_1_0243_1",57.75,"(55,60]","No","F","2","No","N","OldStage=Z;","Proofed"
2020-11-02,"2020","Nov",Nov 2020,"LXN","0243","07","LXND2011-07","LXCOLL_20201102_1_0243_1",60.05,"(60,65]","No","F","3","No","N","OldStage=Z;","Proofed"
2020-11-02,"2020","Nov",Nov 2020,"LXN","0243","08","LXND2011-08","LXCOLL_20201102_1_0243_1",47.04,"(45,50]","No","F","2","No","N","OldStage=Z;","Proofed"
2020-11-02,"2020","Nov",Nov 2020,"LXN","0243","09","LXND2011-09","LXCOLL_20201102_1_0243_1",54.07,"(50,55]","No","F","2","No","N","OldStage=Z;","Proofed"
2020-11-02,"2020","Nov",Nov 2020,"LXN","0243","10","LXND2011-10","LXCOLL_20201102_1_0243_1",56.01,"(55,60]","No","M","2","No","N","OldStage=Z;","Proofed"
2020-11-02,"2020","Nov",Nov 2020,"LXN","0244","11","LXND2011-11","LXCOLL_20201102_1_0244_1",56.32,"(55,60]","No","F","2","No","N","OldStage=Z;","Proofed"
2020-11-02,"2020","Nov",Nov 2020,"LXN","0244","12","LXND2011-12","LXCOLL_20201102_1_0244_1",56.6,"(55,60]","No","F","2","No","N","OldStage=Z;","Proofed"
2020-11-02,"2020","Nov",Nov 2020,"LXN","0244","13","LXND2011-13","LXCOLL_20201102_1_0244_1",42.37,"(40,45]","No","F","2","No","N","OldStage=Z;","Proofed"
2020-11-02,"2020","Nov",Nov 2020,"LXN","0244","14","LXND2011-14","LXCOLL_20201102_1_0244_1",48.04,"(45,50]","No","F","3","No","N","OldStage=Z;","Proofed"
2020-11-02,"2020","Nov",Nov 2020,"LXN","0244","15","LXND2011-15","LXCOLL_20201102_1_0244_1",54.09,"(50,55]","No","M","2","No","N","OldStage=Z;","Proofed"
2020-12-02,"2020","Dec",Dec 2020,"LXN","0242","01","LXND2012-01","LXCOLL_20201202_1_0242_1",60.6,"(60,65]","No","Z","4","No","N","OldStage=Z;","Proofed"
2020-12-02,"2020","Dec",Dec 2020,"LXN","0242","02","LXND2012-02","LXCOLL_20201202_1_0242_1",63.14,"(60,65]","No","F","3","No","N","OldStage=Z;","Proofed"
2020-12-02,"2020","Dec",Dec 2020,"LXN","0242","03","LXND2012-03","LXCOLL_20201202_1_0242_1",45.24,"(45,50]","No","F","3","No","N","OldStage=Z;","Proofed"
2020-12-02,"2020","Dec",Dec 2020,"LXN","0242","04","LXND2012-04","LXCOLL_20201202_1_0242_1",48,"(45,50]","No","M","3","No","N","OldStage=Z;","Proofed"
2020-12-02,"2020","Dec",Dec 2020,"LXN","0242","05","LXND2012-05","LXCOLL_20201202_1_0242_1",67.64,"(65,70]","No","Z","4","No","N","OldStage=Z;","Proofed"
2020-12-02,"2020","Dec",Dec 2020,"LXN","0243","06","LXND2012-06","LXCOLL_20201202_1_0243_1",55.93,"(55,60]","No","Z","4","No","N","OldStage=Z;","Proofed"
2020-12-02,"2020","Dec",Dec 2020,"LXN","0243","07","LXND2012-07","LXCOLL_20201202_1_0243_1",65.89,"(65,70]","No","Z","4","No","N","OldStage=Z;","Proofed"
2020-12-02,"2020","Dec",Dec 2020,"LXN","0243","08","LXND2012-08","LXCOLL_20201202_1_0243_1",74.27,"(70,75]","No","Z","4","No","N","OldStage=Z;","Proofed"
2020-12-02,"2020","Dec",Dec 2020,"LXN","0243","09","LXND2012-09","LXCOLL_20201202_1_0243_1",59.7,"(55,60]","No","F","3","No","N","OldStage=Z;","Proofed"
2020-12-02,"2020","Dec",Dec 2020,"LXN","0243","10","LXND2012-10","LXCOLL_20201202_1_0243_1",46.88,"(45,50]","No","F","3","No","N","OldStage=Z;","Proofed"
2020-12-02,"2020","Dec",Dec 2020,"LXN","0244","11","LXND2012-11","LXCOLL_20201202_1_0244_1",66.28,"(65,70]","No","F","3","No","N","OldStage=Z;","Proofed"
